d,B,Q,dT,E
1.7214003217779811e-09,5.390490390608614,3.340983740278995,5.389771846070335,-4.503304098484731
4.114359164015158e-10,0.7236302700397623,3.3128347762944057,22.039811041875968,128.270347308374
1.623813376406745e-09,3.2219463811059432,3.597625611965195,88.81204170276578,-25.76536906564845
1.6933982779310606e-09,7.806773907832698,4.25984787990164,55.48241321081018,22.990484011028148
3.675070273856514e-09,6.284551964848426,3.7674767232313227,91.84278037235025,-6.58586134179186
,6.839477440463385,3.1968308390481757,53.613640219687206,0.6388471043824334
4.447342438624e-09,9.218062294417601,1.480701369758505,,0.16659295824084272
2.4138531332935515e-09,4.437802877947931,3.952717223572078,69.52468388580667,-12.782635051890054
6.860118050976783e-10,0.19522050414673808,1.6233115876719693,44.82865883172013,16.199287363576317
3.5948994573926756e-09,9.900900035103726,,7.802070075930267,-1.0453230673471312
3.827846738222797e-09,4.545777647676891,1.106168777481882,26.51491798443044,-0.7824800336540109
2.8502582680905317e-09,0.9761162500409337,2.7951890437640947,14.879260049882948,1.2239392413593326
3.877739181777349e-09,5.485841036589997,3.3480868811679314,45.02882808594839,-1.4514954609805353
2.519598422185515e-09,5.9020317565099765,4.168326018742753,30.189646921350622,-3.397826251758145
2.661390863971771e-09,5.643334168129838,3.6614205484530356,20.930138296216583,4.828380162302152
2.1949509899568934e-09,9.64917931025061,4.12896366632941,64.7682157010967,11.590721390935634
2.2455372104606645e-10,3.1963543272768566,4.3484554697252324,94.55807486137849,1846.872936681952
6.286679922671918e-10,0.3451312659452188,4.445016662900455,96.08829201660978,262.3123029572944
2.5400300986499784e-10,9.197522379008706,4.464658208559875,37.232014572106976,-177.4580942425696
3.218411015192524e-09,1.9123856898485447,1.6857787602587313,26.420929158749363,-0.14008892383419425
1.6403443072740008e-09,7.494493803235732,4.135578223942368,62.562856431849035,-9.949230261918334
2.5919963867070436e-09,2.040096831987289,0.5761821251009107,36.39181692053687,0.6884109716666368
4.547075722237856e-09,8.289754485140278,4.712183442060252,80.63433283235034,4.6436317067199715
,,1.337956669702637,39.15850994009516,-4.195348547338906
2.1108763228745856e-09,1.0535670454362778,4.475766208767048,57.13946228101566,-17.013041942383843
3.802200578860938e-09,1.4727454556601083,4.119369718127226,98.80560345542871,-1.4594807884526644
1.2211110109089502e-09,9.252887543778144,2.2529285053968446,13.095956984477208,11.031404319819828
4.772015581610857e-10,7.707044041483069,4.8352926260827225,32.03591682562858,-90.47459049558942
1.5197821192774634e-09,0.3889687225204197,0.9232757688292504,7.384142822190764,0.6888737308096992
8.899843075446217e-10,1.8219949317102224,1.8094849247062288,95.70040639595929,-9.622420470591434
4.655518496478608e-09,4.120762163067546,1.639521434244129,48.99976661191721,0.5807893323485465
4.059789859865643e-09,8.64198355444172,0.5369528567179704,32.48562903711986,-0.23712774878256657
3.203678406901075e-09,1.5105756794245262,1.2407630742694846,92.90491750681305,2.772428475775393
4.370156891919817e-09,7.241401443642596,4.073169257325777,43.86547713205743,-2.6789198643325984
4.037993176805661e-09,0.8371433638024328,4.2430547588166965,0.5540547925561246,-0.2742967000821623
1.0141932885415757e-09,4.671689714625785,3.8526997412035717,56.10737284032621,-47.644549260642926
4.473539092600891e-09,7.289940621682485,2.9639235023869275,8.910917276117281,0.3772630247779334
2.7427769853866888e-09,0.6471342837479155,3.345378595812059,98.47321237799646,9.765376325155302
4.056456760303907e-09,2.042387174640685,3.1170010354515116,90.98585100642592,0.4062419325927483
4.490847369625117e-09,7.918090787677706,1.6354187448683808,75.05306996907342,0.7023334879988637
1.6582170273621331e-09,1.6351855479529598,2.230862619160168,63.41197739084363,-7.612582459114971
6.392544301856162e-10,6.675357253313598,4.182744925107599,4.371907652139839,16.1948168528206
1.2168822964555143e-09,6.421866871377972,0.9218880263848348,22.50178564613471,-2.039862558878981
2.192828164268656e-09,5.203937446228714,0.6742685072387995,42.12122755290485,-0.5342642913396788
4.108272353020216e-09,2.0171054015798253,3.596279110575019,77.65937792404816,3.086709982577318
4.317579857956083e-09,4.169401674396321,4.272892650109765,14.0193293065208,-1.4496019954226664
1.3406543960283446e-10,6.217681141115236,3.2777816500545125,75.45503721500123,3417.5032467675537
2.6026617826300723e-09,8.817242737249169,3.930511524536642,59.83306907925301,-0.9310351550090025
2.1453139154290173e-09,7.978551459498848,4.897917779555439,49.15513034891915,15.145907037332101
1.1883282713065782e-09,6.073446546727855,3.3392463761125484,92.08288948552983,57.80234114186046
6.873402999350458e-10,2.284709558036293,2.4985488936125853,66.15370843504184,-60.22749970230788
1.754314339877777e-09,2.1669936320515557,4.969284817703829,27.190018916791313,-14.642558317640892
4.720257549171344e-09,8.138872630116834,3.328697015007601,46.97074730100458,2.134543873078907
1.6836943669017007e-09,6.644221013778958,1.2986888563703152,65.86627972440539,6.1193123723174
2.642074046542494e-09,3.58060520200023,3.583119139202462,9.29166951336674,0.8245794644413468
3.5447928985863717e-09,9.714812477204488,3.8440810654872988,14.749752808330385,-0.8455676679018713
1.8817850516585406e-09,8.89760777472014,0.5507295324133982,92.68434176943559,-2.3145349351853066
4.8617322053327075e-09,6.715116985589643,2.4484859079956283,26.689737203053266,-0.763315443672571
4.815991745216345e-09,3.692297139412651,4.758447745473648,36.113996361186054,-2.1148127421602925
1.3337332495442844e-09,3.0875658452875077,,11.955085174835522,4.9760353797612265
2.5365176788726887e-09,9.393838112129302,1.4213094896693332,19.223814961474506,1.5706045184062425
1.5743037181021715e-09,4.434661555157145,1.8709089874385447,10.36789427293876,5.03217785749425
1.4957184224495914e-09,8.000171549321346,3.470810821527417,75.72382363369049,16.262341108041454
2.8074604203721074e-10,9.39722079258337,4.606956726229276,55.225335022901426,-604.0446512876829
3.0868652365014946e-09,4.920066964744272,,30.063565054525967,0.4293084828227748
2.563127213821421e-09,6.531084054756432,1.592556303374745,26.519431087529387,-2.24197445009478
3.5224588112494785e-10,0.8625533423692722,3.566695659135018,3.533576695877605,7.511033635694985
1.465367674759396e-09,6.525814142610101,3.0387692261896992,56.395818786497856,23.503527680605686
4.550502841236603e-09,2.150835294600133,2.1910253894173564,21.106442036569597,-1.0835325990754132
,6.705252594579222,1.854693315675445,19.858793165794374,-1.5314504755935872
8.099848732469932e-10,1.0104554617113526,2.74242548665781,82.09059575563256,38.027541939898995
2.498318525360059e-09,4.95208192020265,3.0581380750613967,9.495697075140841,1.6321727920366094
4.9296872251419435e-09,5.2101689846312125,4.547672723263041,70.1173249346412,-3.330768869469739
1.2860708304063521e-09,4.835193912734855,3.8711566023078117,24.775504008794158,-3.1897052292528394
3.393464182288805e-09,7.567241525700656,0.7707538607196367,68.56671354801539,-0.4750489322395685
3.8319361151107165e-09,7.545206009562039,1.2960402291093351,10.194737745389693,-0.20761270356432907
1.2644239655627585e-09,7.063778500087716,1.5697709001901,53.18582201832132,-17.064420848161298
3.668260108198112e-09,6.3163050955092395,1.4271163985081874,45.54004240054357,0.7042879622275238
1.9021373503243406e-09,9.043921472155622,,,-6.438303873456086
3.1982985699085395e-09,5.756388452699208,2.3288514636852096,21.99763000011039,1.768360429463734
3.204295582728384e-09,3.483215455468148,0.5760441451477136,13.847759410609783,0.24650778344181595
2.7252959519663167e-09,0.5918881400386589,0.8068645636614137,80.79624298218809,0.9748287898349374
5.424198732666007e-10,5.358149492153091,3.4804796524140746,16.98146805391969,-20.453448914095183
4.192982228387266e-09,2.27742177711455,3.203222286250564,43.472647271887155,2.4599177891440234
1.6718223183615057e-09,3.8696253903844413,4.443561033558031,3.219548912187342,-6.566356355411221
,0.4994601053990144,4.797567355369285,17.69327619850708,24.50549253749212
2.9979819361834323e-10,6.4087667998449245,3.7926203332687174,13.65671601260754,-226.66625869791028
2.995375421622385e-09,8.866892757900914,,69.23966794084869,5.526077141478285
3.420065373027184e-09,3.251409869269609,3.8477003739213727,76.98098626855143,-0.3850473899849474
1.8128036174649516e-10,8.0487629410337,3.1041339885352066,86.49837983310708,-351.5690797021604
2.6092559856664767e-09,1.263048410826929,4.743767931882,3.968302605183094,-0.7900019767967885
1.2098292984698961e-09,7.231380833827074,4.570176690033288,88.09266274014577,66.2765405591267
3.2613466730063044e-09,0.7976023358783046,4.2810140500616,32.969307092709,-1.2178242334249187
9.54395502124458e-10,2.586310102069296,3.426740381652326,90.43517304086602,43.74613449324611
3.485594916702083e-09,3.6024125629092705,1.2694504877448258,41.503066295618204,
1.995003196872633e-09,1.5678840222000079,3.9634855769359127,1.1654186456513171,-0.21825281788763887
4.6899769448099994e-09,1.844973240547978,4.454747646984636,50.3161651002725,3.037978522924952
7.738526263153669e-10,6.989256603131765,,59.70475833252965,104.21140914557759
1.7712251201462667e-09,0.9576780501421966,3.1353211622309662,59.8087081792112,2.343469771970633
6.560202540788864e-10,9.33907471392305,3.8496703505478203,,-211.9129403202743
4.630998729564958e-09,7.683627890495513,2.147685589916203,42.70772695847539,-1.1925541410286455
4.398962831566807e-09,3.567336791091804,1.1309504924107725,48.22291580108973,-0.6922954045384091
1.3639139758042625e-09,6.287608157988113,2.021155524956324,99.6468649327419,4.174195054681281
3.3339218255674775e-09,7.194160700822073,4.371798457421323,2.2231954174879553,0.046799669679220536
4.104388780985958e-09,5.94484260432308,,62.59115758470099,4.232515825813536
2.8204839768373656e-09,6.182572964447147,1.4026583200373581,69.53129752997458,2.4956067656814493
2.695287833944432e-09,9.159688960838075,0.8937808394785769,58.963638602626474,1.8555050706526857
1.2850762254122134e-09,8.810940194066601,0.9408476831380591,51.46539567563993,7.718749617271917
5.562035622489061e-10,9.138049799405266,2.9557287606014118,35.91940919428374,126.24539873963772
4.496357213971301e-09,8.852108667645778,1.7016666039521198,65.33289160581913,0.9036451781754757
4.512048480100319e-09,6.853934966997446,2.424691444759686,22.099723209481816,-0.9360614757889615
3.202197140639013e-09,4.917554128635001,2.9547237081049005,93.43414731538545,6.511376811073982
1.7612459761386334e-09,4.873835844993813,0.7570835564490703,93.32416548743765,-2.3752512110588393
1.8111269156020385e-09,,4.051644000390815,49.54354828124394,-3.028196896376699
3.657182826464173e-09,9.23954211704356,1.3073235894742175,58.63321479374527,-0.7639324535448393
4.495840273767628e-09,0.8805949903097876,2.5312489361455026,99.95500576382767,2.798727671023195
4.446723478899075e-09,8.768262003681347,4.420796370101712,57.90152162208663,3.202980091889741
3.921390174702357e-09,8.496783998624498,4.1999865271604,,-5.254277979857881
3.24595506615601e-09,0.8759015409286075,4.498678450074785,15.774753170220624,-2.0837258865441006
5.122858284757393e-10,6.5654714163325165,3.7023622515705217,39.19587977491905,-136.14588965052562
8.919806990636074e-10,9.718902454622423,1.5586528901469243,59.124426648583984,18.311170625724376
4.5029155237826886e-09,8.516574545007058,2.285621180689577,92.58094475486891,1.735249504066721
3.0715023923319906e-09,0.6284269172765711,0.9545255800355172,3.94398654352357,0.24044599706630582
,9.251868235677952,2.177429592117709,77.50484526437677,2324.0355843199723
5.972105600435573e-10,1.73084904978271,0.5221820209030823,65.73256656527016,13.129191284342081
,0.7247574533276269,2.9413333241847295,39.09882450841772,3.0023473766990705
1.2480176084647158e-10,2.278391803552969,0.7329478484415969,74.67432428852634,743.5840649588998
8.879594519457434e-10,4.832387480096533,0.9963585735525897,56.47516486662592,-20.365918257250033
2.788795567896272e-09,8.152252346035468,3.120979500990508,43.968907278552514,1.7818711641154088
3.490286468694197e-09,,0.7963814842015668,7.460119560287392,0.2652452726013661
3.294610171562743e-09,3.90252131698598,3.6069529406866563,38.00543154972827,4.52484971522203
1.198919616356743e-09,1.4107822301754214,3.533463269176721,31.97981989215578,-30.72108417752231
3.5896781846029256e-09,2.9155131785792934,4.618005223176529,72.13334040596483,
1.2625205287343204e-09,9.020702876986057,2.60865621478452,95.41309325942477,-42.45630505130051
1.6944585209804119e-09,6.807934985798935,4.968578373319273,74.94026613043384,22.867591061557214
3.757807885078318e-09,6.739240176456854,4.648377537862427,43.54105853251819,-0.38670563930558277
3.283201205331352e-09,2.498403829047915,2.443172946390587,61.65062614756736,-0.8936024194181074
4.261194711421472e-09,1.4621513084975857,1.9198565462820316,10.75383239015244,0.2545837062954589
3.3223031722716827e-09,8.874281590558045,2.6990407681027584,44.922448884963316,-3.73238810367155
2.884712156343811e-09,9.43646607661075,2.6217952941085625,42.593504137281165,-1.8461310130865252
5.590063623576532e-10,,1.2222052784935338,68.91775912621297,51.02577796287289
1.9018074349912244e-09,5.301618367140484,4.108821532870908,97.66760431693386,5.798778839940279
1.3994916016404549e-09,4.398198419697087,0.9342635936680703,52.29388817766309,-5.872013299661192
1.2955492525575096e-09,7.3840348738331985,1.0224340518686763,62.15710971085028,9.910723118030097
4.8677517182869835e-09,3.0179484125787335,3.1028347367899847,28.37469859706452,0.09004074766753001
2.026178850867126e-09,6.205775321971996,1.5332597570001028,35.878843932628236,-0.4513801930914012
,0.8258274729770754,4.4808440662072355,78.30857514426275,-2.4719471344989987
3.1925792673865882e-09,8.229540106486173,4.991614653108325,15.314318283356098,-0.8229566499928114
3.9945753873540775e-09,2.3869706503922314,1.1970733838729066,34.090048931277664,0.24910158241436053
2.5629217562154415e-09,3.1392594204437385,4.7244278747860635,82.08181978264724,11.634072116369005
2.92682903466916e-09,3.7824293940541898,4.047038995647103,59.03453591482426,2.9054369609290487
2.5133366997124333e-09,2.0661581523005204,2.203948493979154,93.82628345137758,-9.334658717529935
1.0566906402104182e-09,8.088980237395733,2.89941246175793,62.76070380584014,-47.75587481373337
3.640015364781376e-09,0.6867443958165431,2.2618713890847424,31.645262010528473,
,9.335328026593412,2.8132284230764393,8.307998552613494,7.684756176987471
2.1914823551412383e-10,9.30592637432326,2.8157041723194394,94.10616798580453,1344.8060151612644
3.2628142499451223e-09,8.27362314403796,3.915893883349742,53.638360063822546,4.922643883667984
9.678423290945399e-10,9.521457629990383,3.484205314423408,50.62387902420687,62.042220758181024
4.70824706332928e-09,7.61142041686043,0.8490997267211013,21.16286668878856,0.05570605576155079
4.774250027312678e-09,5.6258210565694515,1.8417446477524095,51.58955728923219,-1.1487228180015379
4.582835512080198e-09,7.216216098247926,0.8772125730024583,10.46237637772215,0.011929236612906693
1.9137776312516777e-09,0.03950157501422469,2.4224710826285065,72.58123441821795,1.4242252664604227
1.757374209914504e-10,6.854239812870193,2.6745753817226325,87.62040154926962,-1081.5547172481158
,0.4202691001778913,2.1022231882041855,97.22629049230956,2.1148984747930677
2.19810232675484e-09,8.876503223519318,1.3048538067203754,30.483171389024733,-2.6919687900354745
4.836608613313981e-09,8.965259731445467,2.1586056831824787,20.71736881629568,0.4765184596534577
4.821737887737339e-09,1.1432002385216467,3.6058766316191773,15.26282705942057,-1.1608910455080257
4.279746331790064e-09,6.796297506451031,1.0508120304288344,9.447960808257328,0.2657894050335872
1.54279957114097e-09,6.681437534953979,2.86154771946958,80.8486496214692,6.749557422810391
1.9869788701494337e-09,4.980816643484109,3.641238047130718,41.18896481510505,-8.245164728766184
4.270569690432599e-09,0.2502364079812669,1.4276729093062022,18.467368389471428,0.2621000952835926
1.6529178252657606e-09,1.1410349766627859,4.64652742260232,50.27232438969139,-19.117678595016677
9.305144587618532e-10,6.592755405868856,1.1103893954198405,15.252837325275237,8.314654418690438
2.828326186045916e-09,5.296179175574171,1.210822481392358,84.28920031074377,0.4326574208818652
4.687158393387827e-09,0.4625639983611052,,8.474347576729047,0.1272009341281819
3.5105460037073677e-09,5.175567522478197,4.096962033225852,,1.1463767449228373
2.8932997334378885e-09,8.492364150645109,0.9325249617670874,84.25529275522136,2.208020826500964
5.761648194767658e-10,8.90468538199331,,75.68499996979946,-79.02025721787997
3.113535410825932e-09,6.969877691487034,4.494508081825339,47.265515308622774,-0.5592487630260529
4.95126386551089e-09,6.626442687385865,3.0601115498778584,70.90741531485641,2.5434205373779646
7.864116746589678e-10,7.691066319882607,2.1328748720330752,7.085371962213605,-13.382312199933109
2.63981529658231e-09,1.3341392226251458,2.540921038058226,70.92729492704045,-1.9645318437473829
4.399128052446982e-09,1.9019522247307552,,21.263679816309356,0.19209498599051789
3.729766226995602e-09,4.857353387474641,2.7552396915099515,88.98117190602127,3.7172378637609365
3.5153771308768133e-09,4.510226618643087,4.552667094260864,18.1250008380492,2.998621126183009
3.5421720115368354e-09,,4.434935932214962,86.13127249323414,7.7888873790593625
1.8615066409768005e-09,6.782589082291228,0.8136002847416394,79.28130780424098,-3.288574399356397
,7.410860740759434,2.707606256889858,5.0535739893368685,5.718451984944482
4.0658696618447165e-09,2.708438649338172,0.9475547893500085,12.171769865401094,0.19630466271077396
4.069555633927986e-09,3.1293708588222313,3.1431822858498673,23.134329167523294,-0.7406710625319278
4.348654361042508e-09,2.573300795176517,2.5530482764564995,60.517140648150104,
4.57487870752671e-09,2.7860357974411567,3.5359997138970947,34.78203298938078,-0.9171932478006564
2.6055777544185955e-09,3.6467242072016823,,75.53490086595563,-5.689812187313335
2.557429843967278e-09,4.410909912908646,,94.00244795467184,-9.881015645863844
4.011646376937198e-09,4.841841389140441,2.0987891561050285,88.46879635078949,-2.3744113300768
3.2848232608110492e-09,4.849078331474229,0.795652786910184,41.09649541290705,-0.6133974234353615
3.5396376985627465e-09,6.172796218630712,3.6012861064167216,4.33048957615132,-0.3397927006897395
3.999384080236895e-09,3.441015666069881,1.2870687051821506,25.24003876641422,-0.843262501935558
4.461026174906075e-09,5.034163260714227,4.179085676585643,44.32013257296069,2.432229401312789
1.7561762685725255e-09,5.060979823409827,1.9541434284772086,37.46276526161812,-3.6409042063434103
1.9403564679357256e-09,0.966907698514935,3.574087093672083,37.33122842732701,-3.9261010142382555
5.605115052202581e-10,6.293519926155654,4.912030665815608,27.713231815522477,-71.19394771394401
2.9335726908812526e-09,2.781676579940593,2.5272950119986906,46.52411401379766,3.1937994500325533
2.7611714160403623e-10,0.4696162471965448,3.9712098843285393,80.61744818230679,1024.3086862917114
2.3814302888490547e-09,6.47101121753918,4.0639353035262324,1.3184541398185368,1.929245435797451
2.7589587100671257e-09,0.48417781088883394,0.6512301148214084,44.03338582716542,0.28765022936837087
1.5040521354285936e-09,4.418819579871304,2.9212601885363045,94.91715698692784,12.199306816954309
2.995082976788153e-09,6.211496828734658,1.95924728346706,63.59994685965103,-1.9965264462376786
2.494512247013422e-10,9.985860147261965,2.5114418656562663,98.98350617260417,
2.8300612487115064e-10,5.151274120419268,1.8512483897041658,39.92436703722282,-40.72654822764201
4.1307427472323254e-09,3.181961953289272,2.935762048751993,26.83902728678357,0.1612803005705248
,4.920144574053217,4.56084037240578,,-11.790455718188964
7.225965119942354e-10,1.9570380512734853,,21.62898108639274,11.275319679440063
2.6589919742685415e-09,4.379510090582537,1.466689963079873,85.59273951996683,0.7386146973890809
3.872968410183193e-09,8.730794393081506,4.519605965113148,24.61568169481132,2.5690795910153947
1.1575230347345316e-09,1.3612346328061264,0.8271661582441081,74.53145986603889,9.239664454581002
3.1521633315131013e-09,5.301482793328951,2.158663477742107,84.02966326963981,-5.192757403807689
5.182025784694632e-10,6.208066953377046,1.6317489435295187,87.27266205248475,-93.88377857066035
3.532404337261777e-10,3.1300890455145645,1.2864551239398847,93.61116305533098,-206.42046634340457
2.7036376946839253e-09,7.35914173380829,1.7262961407378912,,0.6531348977773259
2.749112095889522e-09,6.637054339504637,3.1167453885091914,43.53471680098302,6.023178561778577
3.2234065173412123e-09,4.639892913275747,4.856258362900585,23.42023114184907,-2.0906063772461887
3.6578475352410417e-09,6.400713771878511,2.364259291803622,10.44648700462848,0.7138902367529637
4.88167518936642e-09,8.402666056425156,2.5087693441106382,89.97337416420517,2.185604784522398
2.629871706675857e-09,6.004100490748558,2.296708726431654,21.117719718282203,3.314862037568489
1.6824867174121054e-09,5.687939749503876,4.799347285426277,74.00443485188372,
3.996412354366648e-09,6.214267114818195,1.0898346385105169,76.4652673835196,0.7165534506749713
1.4270780311841638e-09,6.75574901461942,1.8743115626947593,38.34127358835209,1.2861668178424377
2.250959961457617e-09,4.031536898310569,0.6353841588991762,64.9457004427176,1.000697115118064
4.844362685771032e-10,8.368136532313477,2.0486313287702975,12.100472316832256,
2.2421864273574183e-10,9.239036771172671,1.7492553524844952,38.6336168658237,-226.98163870606643
4.816977231921833e-09,6.2186313198637055,1.593147795802685,,-0.43317373896278794
4.196302590509809e-09,,1.5024755275502837,55.393453825086425,1.0513815712663201
3.5102736098591203e-09,7.44650203066553,2.000448423745361,47.99229263947261,1.9384359082843075
2.1038694276299227e-09,4.229650022168878,,12.620200910165547,1.6043677399293093
,4.9601737461867526,0.7803424946849267,49.841620526284544,-7.827189949089144
8.665415090883217e-10,5.70131456624191,1.6868422642240233,1.3343333137135982,-1.491906161761373
1.326190201006517e-09,9.390652287119043,4.897253914489126,43.783054094138365,32.252962230041234
